ipaddr,machineclass,machinefunction,businessunit,facility,latitude,longitude
172.44.124.3,server,multiple,region-31,branch13,-17.230947,-110.82112
172.11.105.9,atm,,region-2,branch12,21.17914,-153.86183
172.46.63.12,server,file server,region-34,branch12,5.640706,-149.21777
172.49.51.11,server,web,region-39,branch12,29.907639,-122.12443
172.49.203.11,atm,,region-40,branch12,10.461812,-114.29771
172.33.65.2,server,web,region-12,branch12,58.53427,-115.19629
172.33.216.5,workstation,office,region-13,branch12,49.549088,-113.421394
172.34.111.2,server,multiple,region-14,branch12,35.63353,-99.64451
172.35.157.2,server,compute,region-16,branch12,23.439732,-89.856186
172.38.146.46,workstation,loan,region-21,branch12,55.270668,-56.705467
172.39.191.3,server,multiple,region-23,branch12,42.50337,-60.385174
172.40.87.14,server,web,region-24,branch12,45.44575,-54.960583
172.41.133.23,server,multiple,region-26,branch12,17.828264,-55.44127
172.42.30.3,workstation,loan,region-27,branch12,12.25352,-71.40309
172.43.77.2,atm,,region-29,branch12,-5.25893,-80.70594
172.44.121.2,server,web,region-31,branch12,-16.395279,-113.185585
172.47.106.34,server,multiple,region-36,branch11,41.96047,-146.39613
172.49.48.28,server,multiple,region-39,branch11,50.150383,-127.601944
172.49.198.35,server,web,region-40,branch11,9.517545,-107.89541
172.33.62.2,server,multiple,region-12,branch11,57.92622,-121.799225
172.34.108.2,server,multiple,region-14,branch11,38.523426,-96.33936
172.38.142.33,server,multiple,region-21,branch11,55.368286,-58.50918
172.39.188.40,server,file server,region-23,branch11,38.87603,-62.37017
172.40.85.11,workstation,teller,region-24,branch11,43.17742,-53.72097
172.45.161.35,server,web,region-33,branch10,4.5880456,-133.3651
172.46.57.22,server,multiple,region-34,branch10,1.6408741,-149.88173
172.46.208.48,workstation,office,region-35,branch10,8.375605,-153.09338
172.47.104.34,workstation,teller,region-36,branch10,46.34072,-144.99843
172.47.254.22,workstation,teller,region-37,branch10,33.931347,-139.07866
172.49.45.29,server,web,region-39,branch10,32.707535,-126.93065
172.50.93.2,atm,,region-41,branch10,8.080495,-137.2057
172.32.163.2,server,file server,region-11,branch10,53.899265,-135.60161
172.33.59.2,server,file server,region-12,branch10,55.654316,-111.5193
172.33.209.2,server,web,region-13,branch10,48.85413,-112.59146
172.34.105.2,server,email,region-14,branch10,39.17323,-101.30085
172.35.1.2,server,file server,region-15,branch10,27.195333,-100.22291
172.35.151.2,server,multiple,region-16,branch10,15.486514,-89.98875
172.36.47.2,server,email,region-17,branch10,26.261995,-85.343094
172.36.197.2,server,file server,region-18,branch10,36.524696,-74.29263
172.37.93.2,server,multiple,region-19,branch10,43.395004,-75.027306
172.37.243.2,server,compute,region-20,branch10,57.399155,-75.04244
172.38.139.3,server,multiple,region-21,branch10,57.660072,-60.095013
172.39.185.39,server,file server,region-23,branch10,41.520237,-64.67233
172.40.81.25,server,multiple,region-24,branch10,39.87337,-53.180233
172.41.127.11,server,file server,region-26,branch10,18.253119,-58.379604
172.42.173.2,server,multiple,region-28,branch10,12.041882,-62.297035
172.42.23.37,server,multiple,region-27,branch10,15.986057,-70.99835
172.43.70.50,workstation,teller,region-29,branch10,-8.376216,-92.757126
172.43.220.34,workstation,loan,region-30,branch10,-1.8737961,-98.585335
172.23.49.41,server,file server,region-7,branch10,4.323649,-68.19336
172.44.115.29,server,multiple,region-31,branch10,-15.1426,-114.553024
172.27.233.35,server,multiple,region-9,branch10,26.068306,-114.30868
172.45.159.29,workstation,office,region-33,branch9,4.6763654,-132.56631
172.47.101.36,workstation,office,region-36,branch9,45.858173,-148.29092
172.34.252.10,server,file server,region-15,branch9,28.254427,-96.78932
172.36.44.2,server,multiple,region-17,branch9,29.241282,-89.13901
172.36.194.2,server,multiple,region-18,branch9,38.670475,-81.986984
172.39.183.32,workstation,office,region-23,branch9,40.488827,-60.30157
172.30.70.11,atm,,region-10,branch9,66.1956,-100.83621
172.40.230.6,atm,,region-25,branch9,31.10115,-51.91956
172.45.155.34,server,file server,region-33,branch8,5.9610043,-133.79034
172.46.52.20,workstation,office,region-34,branch8,5.529762,-149.33958
172.47.98.32,workstation,loan,region-36,branch8,33.455597,-146.90404
172.16.21.40,server,multiple,region-4,branch8,30.462408,-63.579906
172.49.40.12,workstation,office,region-39,branch8,27.467663,-126.074356
172.32.157.2,server,web,region-11,branch8,53.125618,-140.20251
172.33.203.2,server,compute,region-13,branch8,48.81153,-115.03862
172.36.191.2,server,multiple,region-18,branch8,34.948257,-70.34517
172.37.237.2,server,multiple,region-20,branch8,62.963993,-82.78695
172.20.206.2,workstation,office,region-6,branch8,23.731684,-97.96787
172.23.43.28,server,multiple,region-7,branch8,1.1678698,-73.665375
172.40.225.2,server,web,region-25,branch8,30.887018,-51.498817
172.13.181.2,workstation,loan,region-3,branch7,-5.404388,-111.52228
172.11.88.28,server,email,region-2,branch7,24.923338,-144.40489
172.45.152.9,server,email,region-33,branch7,4.703711,-133.88535
172.46.48.39,server,multiple,region-34,branch7,14.622308,-149.24231
172.46.199.15,workstation,teller,region-35,branch7,7.2150555,-157.65923
172.48.140.20,server,multiple,region-38,branch7,-1.3754008,-83.435646
172.32.154.2,server,multiple,region-11,branch7,51.826866,-137.4282
172.33.200.2,server,web,region-13,branch7,47.272495,-114.11817
172.35.142.2,server,multiple,region-16,branch7,23.400196,-87.31053
172.39.28.2,atm,,region-22,branch7,51.95033,-61.23613
172.39.177.44,workstation,office,region-23,branch7,36.24009,-63.295254
172.42.15.36,workstation,office,region-27,branch7,21.553122,-68.864655
172.43.61.30,workstation,loan,region-29,branch7,-9.033109,-87.36597
172.46.45.33,server,web,region-34,branch6,6.464934,-150.1074
172.48.137.36,server,file server,region-38,branch6,-0.9102971,-80.46815
172.49.33.34,server,web,region-39,branch6,45.216385,-123.80208
172.32.151.33,server,email,region-11,branch6,53.27394,-134.31049
172.33.198.30,workstation,office,region-13,branch6,44.08267,-113.29603
172.39.173.32,server,multiple,region-23,branch6,35.2933,-63.191303
172.27.221.38,server,email,region-9,branch6,28.894617,-118.45891
172.30.60.14,workstation,office,region-10,branch6,56.596367,-91.635864
172.45.146.38,server,multiple,region-33,branch5,4.7328825,-133.16628
172.46.43.44,workstation,loan,region-34,branch5,13.299193,-150.16814
172.47.88.31,server,email,region-36,branch5,32.927025,-147.17331
172.49.31.29,workstation,office,region-39,branch5,26.538645,-124.94725
172.34.90.35,server,file server,region-14,branch5,36.851135,-94.666756
172.36.182.34,server,web,region-18,branch5,35.47022,-83.19509
172.42.9.30,workstation,teller,region-27,branch5,17.90434,-73.91373
172.42.158.42,server,web,region-28,branch5,5.500414,-63.235813
172.25.126.30,server,file server,region-8,branch5,-0.5025438,-121.69267
172.8.241.25,server,web,region-1,branch4,36.407684,-136.54065
172.13.173.7,atm,,region-3,branch4,-9.602661,-108.961
172.47.86.50,workstation,office,region-36,branch4,46.072735,-147.48782
172.16.9.30,server,web,region-4,branch4,26.828072,-69.61581
172.34.88.32,workstation,loan,region-14,branch4,35.911583,-96.81952
172.34.238.26,workstation,office,region-15,branch4,27.066086,-95.67321
172.36.30.27,workstation,teller,region-17,branch4,33.81048,-88.70642
172.37.226.5,workstation,office,region-20,branch4,52.905888,-75.50848
172.42.155.32,server,email,region-28,branch4,8.418018,-64.113144
172.43.203.5,atm,,region-30,branch4,-0.1417535,-97.491325
172.25.124.2,workstation,loan,region-8,branch4,-6.2794356,-118.277115
172.11.77.34,workstation,office,region-2,branch3,22.932734,-143.13412
172.46.186.37,server,multiple,region-35,branch3,7.6044602,-156.74503
172.47.234.2,atm,,region-37,branch3,26.273802,-130.91426
172.47.83.34,workstation,office,region-36,branch3,36.895588,-146.62555
172.34.84.29,server,web,region-14,branch3,35.31425,-102.92381
172.18.99.31,workstation,office,region-5,branch3,22.569422,-76.42668
172.37.223.3,workstation,office,region-20,branch3,55.832973,-82.00212
172.40.60.12,server,multiple,region-24,branch3,47.954784,-54.213535
172.23.29.29,workstation,loan,region-7,branch3,-0.89620745,-73.72748
172.44.244.34,server,multiple,region-32,branch3,-14.632779,-132.81819
172.13.166.28,workstation,office,region-3,branch2,-11.812527,-110.74823
172.45.138.18,workstation,loan,region-33,branch2,5.4950137,-132.81161
172.16.3.2,server,multiple,region-4,branch2,26.330511,-61.568123
172.47.80.50,workstation,loan,region-36,branch2,37.293064,-148.26794
172.47.230.37,workstation,loan,region-37,branch2,28.56873,-137.95969
172.49.22.42,workstation,office,region-39,branch2,40.83534,-122.26377
172.18.95.2,server,web,region-5,branch2,16.096712,-77.07675
172.34.81.2,server,multiple,region-14,branch2,35.4199,-101.19806
172.36.173.2,server,multiple,region-18,branch2,35.26118,-76.61739
172.37.69.2,server,multiple,region-19,branch2,40.052456,-78.62074
172.37.219.2,server,compute,region-20,branch2,59.31186,-80.04853
172.39.11.19,server,compute,region-22,branch2,51.7177,-65.31515
172.43.196.40,workstation,office,region-30,branch2,-7.470523,-100.78597
172.27.210.49,workstation,office,region-9,branch2,35.419544,-110.64088
172.41.251.14,workstation,office,region-27,branch1,21.350464,-73.38217
172.51.17.2,server,multiple,region-42,branch20,12.256967,-102.02051
172.50.241.2,server,email,region-42,branch10,6.8756566,-104.83418
172.50.101.16,workstation,office,region-41,branch13,8.039789,-136.69815
172.50.104.2,workstation,office,region-41,branch14,15.523781,-135.17259
172.50.106.25,server,multiple,region-41,branch15,13.829541,-134.04471
172.50.111.3,atm,,region-41,branch16,12.471115,-136.80379
172.50.113.39,workstation,teller,region-41,branch17,8.668223,-135.2386
172.50.116.23,workstation,loan,region-41,branch18,13.01909,-136.36037
172.50.119.8,workstation,office,region-41,branch19,12.109082,-136.80241
172.50.125.48,workstation,loan,region-41,branch21,15.319932,-133.85516
172.50.131.19,workstation,loan,region-41,branch23,8.551028,-132.32765
172.50.136.34,server,file server,region-41,branch25,11.26127,-131.13937
172.50.143.41,workstation,loan,region-41,branch27,7.0254884,-133.89615
172.50.146.27,workstation,office,region-41,branch28,11.129802,-132.70435
172.50.149.10,workstation,office,region-41,branch29,9.949429,-130.37901
172.50.161.15,workstation,office,region-41,branch33,9.459004,-136.05383
172.50.166.22,server,file server,region-41,branch35,8.28247,-133.00883
172.50.173.34,workstation,office,region-41,branch37,8.324568,-137.88359
172.50.176.18,workstation,teller,region-41,branch38,11.125551,-131.82729
172.50.185.46,workstation,office,region-41,branch41,7.625161,-136.52194
172.50.188.34,workstation,office,region-41,branch42,8.150138,-136.20436
172.50.191.18,workstation,loan,region-41,branch43,7.148753,-135.74783
172.50.208.2,server,multiple,region-41,branch49,13.746826,-137.945
172.50.89.19,workstation,office,region-41,branch9,9.489083,-135.30124
172.50.211.2,server,multiple,region-41,branch50,11.414765,-131.63466
172.50.151.2,server,file server,region-41,branch30,14.339053,-136.74634
172.50.121.2,server,file server,region-41,branch20,14.809108,-131.33081
172.50.36.6,atm,,region-40,branch41,9.37721,-111.376595
172.8.198.2,server,web,region-40,headquarters,10.946409,-112.39805
172.50.31.2,server,multiple,region-40,branch40,11.20793,-111.479
172.48.32.30,server,file server,region-37,branch21,31.624071,-130.15224
172.48.35.16,server,multiple,region-37,branch22,29.092482,-137.02657
172.48.39.48,workstation,office,region-37,branch23,27.021929,-139.67967
172.48.48.12,workstation,office,region-37,branch26,28.579254,-132.04199
172.48.50.37,server,web,region-37,branch27,29.691236,-139.43141
172.48.53.25,server,compute,region-37,branch28,31.381226,-133.57637
172.48.58.3,atm,,region-37,branch29,28.636557,-137.74922
172.48.63.14,workstation,loan,region-37,branch31,31.879255,-134.24995
172.48.68.26,server,multiple,region-37,branch33,33.93059,-140.91808
172.48.75.42,workstation,teller,region-37,branch35,33.00192,-133.9371
172.48.81.14,workstation,office,region-37,branch37,27.155518,-133.48299
172.48.95.2,server,web,region-37,branch42,32.72344,-137.68506
172.48.93.32,workstation,office,region-37,branch41,31.39324,-130.74075
172.48.101.28,server,multiple,region-37,branch44,29.542742,-137.24657
172.48.108.44,workstation,loan,region-37,branch46,30.766335,-130.12622
172.48.111.28,workstation,teller,region-37,branch47,33.07254,-137.03534
172.48.114.16,workstation,teller,region-37,branch48,29.604704,-130.90556
172.48.117.2,workstation,teller,region-37,branch49,30.862188,-137.94926
172.47.251.17,workstation,teller,region-37,branch9,29.076273,-132.95601
172.48.119.2,server,file server,region-37,branch50,33.71019,-130.3887
172.48.59.2,server,file server,region-37,branch30,26.379894,-132.20848
172.48.29.2,server,multiple,region-37,branch20,30.611343,-137.38878
172.47.119.11,workstation,office,region-36,branch15,32.444355,-144.49495
172.47.121.35,server,file server,region-36,branch16,32.923687,-147.73581
172.47.128.47,workstation,loan,region-36,branch18,35.22656,-148.9222
172.46.184.9,workstation,office,region-35,branch2,12.514445,-156.27576
172.46.210.32,server,multiple,region-35,branch11,10.409554,-156.44312
172.46.213.17,server,file server,region-35,branch12,6.850895,-153.07982
172.46.135.28,server,multiple,region-34,branch36,11.063006,-151.17743
172.45.231.39,workstation,office,region-33,branch33,5.4566174,-133.422
172.45.239.35,server,file server,region-33,branch36,5.4200563,-133.76749
172.45.14.29,server,web,region-32,branch11,-8.915684,-134.05246
172.45.27.11,workstation,office,region-32,branch15,-11.078003,-133.17651
172.45.29.38,server,file server,region-32,branch16,-12.844335,-132.73817
172.45.32.25,server,file server,region-32,branch17,-9.016971,-132.52106
172.45.38.2,server,multiple,region-32,branch19,-12.161462,-134.91833
172.45.37.8,atm,,region-32,branch18,-11.795025,-133.5678
172.45.44.2,server,multiple,region-32,branch21,-8.30778,-133.0056
172.45.50.14,server,multiple,region-32,branch23,-12.818927,-134.62462
172.45.54.50,workstation,office,region-32,branch24,-9.448624,-131.29462
172.45.57.35,workstation,teller,region-32,branch25,-13.496017,-131.87515
172.45.60.22,workstation,loan,region-32,branch26,-7.071283,-134.72235
172.45.63.9,workstation,loan,region-32,branch27,-14.146122,-134.31691
172.45.65.35,server,multiple,region-32,branch28,-8.888092,-132.34802
172.45.68.23,server,web,region-32,branch29,-14.35369,-134.47511
172.45.78.10,workstation,teller,region-32,branch32,-13.249332,-134.92914
172.45.83.22,server,web,region-32,branch34,-7.0704703,-133.50021
172.45.87.49,workstation,office,region-32,branch35,-13.6269655,-132.40639
172.45.92.2,server,email,region-32,branch37,-12.725248,-134.19606
172.45.90.39,workstation,office,region-32,branch36,-10.924581,-134.43536
172.45.96.12,workstation,office,region-32,branch38,-14.441178,-133.02675
172.45.110.39,server,multiple,region-32,branch43,-11.235171,-133.9912
172.45.116.2,server,compute,region-32,branch45,-7.789835,-131.22803
172.45.113.25,server,email,region-32,branch44,-8.462027,-133.94312
172.45.120.43,workstation,teller,region-32,branch46,-8.530922,-132.98773
172.45.128.35,server,multiple,region-32,branch49,-9.233583,-133.76205
172.8.175.2,server,email,region-32,headquarters,-12.0709915,-133.14673
172.45.11.2,server,multiple,region-32,branch10,-7.233563,-134.61029
172.44.106.24,server,multiple,region-31,branch7,-15.47155,-111.92742
172.44.175.2,server,compute,region-31,branch30,-15.914934,-111.023735
172.44.4.2,server,email,region-30,branch23,-3.7245288,-96.88125
172.44.3.2,atm,,region-30,branch22,-1.8827386,-99.496765
172.44.8.27,workstation,loan,region-30,branch24,-3.4876616,-98.30021
172.44.16.26,server,multiple,region-30,branch27,-0.09190982,-98.19989
172.44.21.8,atm,,region-30,branch28,-0.36512673,-100.64334
172.44.23.44,workstation,loan,region-30,branch29,-7.256932,-99.99541
172.44.27.2,atm,,region-30,branch30,-0.8495673,-97.854645
172.44.28.2,server,multiple,region-30,branch31,-8.469387,-99.352486
172.44.38.50,workstation,loan,region-30,branch34,-5.6193776,-96.30977
